2016-05-19	65.06410
2016-05-20	66.21100
2016-05-21	66.37750
2016-05-22	66.37750
2016-05-23	66.37750
2016-05-24	67.04750
2016-05-25	67.04930
2016-05-26	65.89490
2016-05-27	65.20620
2016-05-28	66.04130
2016-05-29	66.04130
2016-05-30	66.04130
2016-05-31	66.08250
2016-06-01	65.99620
2016-06-02	66.61560
2016-06-03	66.74910
2016-06-04	66.85290
2016-06-05	66.85290
2016-06-06	66.85290
2016-06-07	65.78940
2016-06-08	65.20890
2016-06-09	64.67970
2016-06-10	63.74020
2016-06-11	64.70770
2016-06-12	64.70770
2016-06-13	64.70770
2016-06-14	64.70770
2016-06-15	66.03060
2016-06-16	65.91560
2016-06-17	65.86180
2016-06-18	65.43980
2016-06-19	65.43980
2016-06-20	65.43980
2016-06-21	64.15090
2016-06-22	64.17430
2016-06-23	63.71620
2016-06-24	64.32120
2016-06-25	65.52870
2016-06-26	65.52870
2016-06-27	65.52870
2016-06-28	65.05880
2016-06-29	64.80950
2016-06-30	64.25750
2016-07-01	64.17550
2016-07-02	64.01650
2016-07-03	64.01650
2016-07-04	64.01650
2016-07-05	63.68440
2016-07-06	64.26760
2016-07-07	64.63040
2016-07-08	64.05000
2016-07-09	64.24880
2016-07-10	64.24880
2016-07-11	64.24880
2016-07-12	64.20240
2016-07-13	63.90290
2016-07-14	63.85310
2016-07-15	63.57730
2016-07-16	63.16970
2016-07-17	63.16970
2016-07-18	63.16970
2016-07-19	63.11540
2016-07-20	62.98910
2016-07-21	63.41830
2016-07-22	63.73730
2016-07-23	64.62700
2016-07-24	64.62700
2016-07-25	64.62700
2016-07-26	64.91840
2016-07-27	65.74080
2016-07-28	65.94670
2016-07-29	66.11250
2016-07-30	67.05120
2016-07-31	67.05120
2016-08-01	67.05120
2016-08-02	65.95530
2016-08-03	66.88160
2016-08-04	66.74200
2016-08-05	66.39410
2016-08-06	65.56270
2016-08-07	65.56270
2016-08-08	65.56270
2016-08-09	65.07990
2016-08-10	64.78480
2016-08-11	64.81370
2016-08-12	64.94970
2016-08-13	64.33640
2016-08-14	64.33640
2016-08-15	64.33640
2016-08-16	64.20760
2016-08-17	63.95140
2016-08-18	63.99430
2016-08-19	63.54870
2016-08-20	63.93910
2016-08-21	63.93910
2016-08-22	63.93910
2016-08-23	64.20780
2016-08-24	64.76840
2016-08-25	64.81400
2016-08-26	64.94590
2016-08-27	64.73800
2016-08-28	64.73800
2016-08-29	64.73800
2016-08-30	65.08100
2016-08-31	64.90720
2016-09-01	65.25350
2016-09-02	65.25660
2016-09-03	65.86840
2016-09-04	65.86840
2016-09-05	65.86840
2016-09-06	64.76440
2016-09-07	64.83060
2016-09-08	64.38040
2016-09-09	63.97300
2016-09-10	64.16170
2016-09-11	64.16170
2016-09-12	64.16170
2016-09-13	65.05390
2016-09-14	64.81020
2016-09-15	64.97370
2016-09-16	65.21700
2016-09-17	64.99400
2016-09-18	64.99400
2016-09-19	64.99400
2016-09-20	64.91730
2016-09-21	64.75130
2016-09-22	64.44240
2016-09-23	63.79420
2016-09-24	63.86420
2016-09-25	63.86420
2016-09-26	63.86420
2016-09-27	64.15060
2016-09-28	63.69210
2016-09-29	63.95090
2016-09-30	63.15810
2016-10-01	63.39600
2016-10-02	63.39600
2016-10-03	63.39600
2016-10-04	62.54770
2016-10-05	62.43230
2016-10-06	62.45830
2016-10-07	62.39000
2016-10-08	62.30310
2016-10-09	62.30310
2016-10-10	62.30310
2016-10-11	62.38840
2016-10-12	62.19460
2016-10-13	62.58920
2016-10-14	63.34650
2016-10-15	62.99340
2016-10-16	62.99340
2016-10-17	62.99340
2016-10-18	63.15100
2016-10-19	62.89000
2016-10-20	62.58410
2016-10-21	62.41940
2016-10-22	62.44990
2016-10-23	62.44990
2016-10-24	62.44990
2016-10-25	62.23490
2016-10-26	62.04800
2016-10-27	62.25970
2016-10-28	63.03990
2016-10-29	62.90370
2016-10-30	62.90370
2016-10-31	62.90370
2016-11-01	63.21740
2016-11-02	63.20250
2016-11-03	63.41660
2016-11-04	63.50430
2016-11-05	63.50430
2016-11-06	63.50430
2016-11-07	63.50430
2016-11-08	63.90740
2016-11-09	63.73640
2016-11-10	63.89280
2016-11-11	63.41610
2016-11-12	65.21670
2016-11-13	65.21670
2016-11-14	65.21670
2016-11-15	65.85910
2016-11-16	65.55480
2016-11-17	64.54630
2016-11-18	64.91540
2016-11-19	65.10230
2016-11-20	65.10230
2016-11-21	65.10230
2016-11-22	64.35800
2016-11-23	63.62820
2016-11-24	64.00870
2016-11-25	64.62790
2016-11-26	64.61740
2016-11-27	64.61740
2016-11-28	64.61740
2016-11-29	64.91530
2016-11-30	64.94490
2016-12-01	65.23820
2016-12-02	63.68070
2016-12-03	64.15280
2016-12-04	64.15280
2016-12-05	64.15280
2016-12-06	63.92420
2016-12-07	63.87410
2016-12-08	63.91140
2016-12-09	63.39010
2016-12-10	63.30280
2016-12-11	63.30280
2016-12-12	63.30280
2016-12-13	61.58040
2016-12-14	61.06900
2016-12-15	60.80790
2016-12-16	61.63680
2016-12-17	61.75150
2016-12-18	61.75150
2016-12-19	61.75150
2016-12-20	61.79310
2016-12-21	61.79670
2016-12-22	61.10920
2016-12-23	60.86410
2016-12-24	60.85280
2016-12-25	60.85280
2016-12-26	60.85280
2016-12-27	60.90840
2016-12-28	60.85870
2016-12-29	60.66690
2016-12-30	60.27300
2016-12-31	60.65690
